SurveyResponseKey,DateKey,CustomerKey,ProductCategoryKey,EnglishProductCategoryName,ProductSubcategoryKey,EnglishProductSubcategoryName,Date
253,20120425,13239,3,Clothing,20,Gloves,Apr 25 2012 12:00AM
254,20120425,13239,3,Clothing,21,Jerseys,Apr 25 2012 12:00AM
255,20120425,13239,4,Accessories,31,Helmets,Apr 25 2012 12:00AM
256,20120416,13249,3,Clothing,25,Vests,Apr 16 2012 12:00AM
257,20120412,13257,4,Accessories,33,Lights,Apr 12 2012 12:00AM
258,20120403,13284,3,Clothing,21,Jerseys,Apr  3 2012 12:00AM
259,20120324,13345,4,Accessories,26,Bike Racks,Mar 24 2012 12:00AM
260,20120322,13350,4,Accessories,34,Locks,Mar 22 2012 12:00AM
261,20120322,13350,4,Accessories,37,Tires and Tubes,Mar 22 2012 12:00AM
262,20120409,13391,4,Accessories,37,Tires and Tubes,Apr  9 2012 12:00AM
263,20120419,13434,3,Clothing,23,Socks,Apr 19 2012 12:00AM
264,20120419,13474,4,Accessories,36,Pumps,Apr 19 2012 12:00AM
265,20120416,13494,3,Clothing,24,Tights,Apr 16 2012 12:00AM
266,20120416,13494,4,Accessories,33,Lights,Apr 16 2012 12:00AM
267,20120418,13521,4,Accessories,27,Bike Stands,Apr 18 2012 12:00AM
268,20120328,13522,4,Accessories,32,Hydration Packs,Mar 28 2012 12:00AM
269,20120328,13522,4,Accessories,33,Lights,Mar 28 2012 12:00AM
270,20120323,13528,4,Accessories,32,Hydration Packs,Mar 23 2012 12:00AM
271,20120413,13529,3,Clothing,24,Tights,Apr 13 2012 12:00AM
272,20120309,13535,3,Clothing,23,Socks,Mar  9 2012 12:00AM
273,20120309,13535,4,Accessories,32,Hydration Packs,Mar  9 2012 12:00AM
274,20120404,13541,4,Accessories,26,Bike Racks,Apr  4 2012 12:00AM
275,20120306,13543,3,Clothing,19,Caps,Mar  6 2012 12:00AM
276,20120306,13543,3,Clothing,23,Socks,Mar  6 2012 12:00AM
277,20120306,13543,4,Accessories,33,Lights,Mar  6 2012 12:00AM
278,20120327,13562,3,Clothing,25,Vests,Mar 27 2012 12:00AM
279,20120327,13562,4,Accessories,34,Locks,Mar 27 2012 12:00AM
280,20120319,13586,4,Accessories,26,Bike Racks,Mar 19 2012 12:00AM
281,20120321,13587,4,Accessories,35,Panniers,Mar 21 2012 12:00AM
282,20120424,13588,4,Accessories,37,Tires and Tubes,Apr 24 2012 12:00AM
283,20120410,13597,4,Accessories,34,Locks,Apr 10 2012 12:00AM
284,20120328,13618,3,Clothing,24,Tights,Mar 28 2012 12:00AM
285,20120419,13620,3,Clothing,23,Socks,Apr 19 2012 12:00AM
286,20120406,13627,3,Clothing,25,Vests,Apr  6 2012 12:00AM
287,20120420,13632,3,Clothing,19,Caps,Apr 20 2012 12:00AM
288,20120426,13639,4,Accessories,36,Pumps,Apr 26 2012 12:00AM
289,20120408,13643,4,Accessories,28,Bottles and Cages,Apr  8 2012 12:00AM
290,20120324,13668,3,Clothing,23,Socks,Mar 24 2012 12:00AM
291,20120324,13668,4,Accessories,31,Helmets,Mar 24 2012 12:00AM
292,20120415,13694,3,Clothing,23,Socks,Apr 15 2012 12:00AM
293,20120415,13694,4,Accessories,31,Helmets,Apr 15 2012 12:00AM
294,20120317,13719,3,Clothing,22,Shorts,Mar 17 2012 12:00AM
295,20120403,13732,3,Clothing,18,Bib-Shorts,Apr  3 2012 12:00AM
296,20120403,13732,3,Clothing,22,Shorts,Apr  3 2012 12:00AM
297,20120403,13732,4,Accessories,33,Lights,Apr  3 2012 12:00AM
298,20120421,13758,4,Accessories,30,Fenders,Apr 21 2012 12:00AM
299,20120421,13758,4,Accessories,33,Lights,Apr 21 2012 12:00AM
300,20120328,13778,3,Clothing,22,Shorts,Mar 28 2012 12:00AM
301,20120307,13836,4,Accessories,35,Panniers,Mar  7 2012 12:00AM
302,20120409,13837,4,Accessories,36,Pumps,Apr  9 2012 12:00AM
303,20120307,13842,3,Clothing,19,Caps,Mar  7 2012 12:00AM
304,20120407,13846,4,Accessories,31,Helmets,Apr  7 2012 12:00AM
305,20120413,13852,4,Accessories,28,Bottles and Cages,Apr 13 2012 12:00AM
306,20120413,13852,4,Accessories,32,Hydration Packs,Apr 13 2012 12:00AM
307,20120304,13918,3,Clothing,19,Caps,Mar  4 2012 12:00AM
308,20120304,13918,3,Clothing,21,Jerseys,Mar  4 2012 12:00AM
309,20120304,13918,3,Clothing,25,Vests,Mar  4 2012 12:00AM
310,20120326,13966,3,Clothing,22,Shorts,Mar 26 2012 12:00AM
311,20120409,13973,4,Accessories,36,Pumps,Apr  9 2012 12:00AM
312,20120331,13995,4,Accessories,36,Pumps,Mar 31 2012 12:00AM
313,20120326,14007,3,Clothing,18,Bib-Shorts,Mar 26 2012 12:00AM
314,20120423,14008,3,Clothing,21,Jerseys,Apr 23 2012 12:00AM
315,20120423,14008,4,Accessories,36,Pumps,Apr 23 2012 12:00AM
316,20120404,14009,3,Clothing,21,Jerseys,Apr  4 2012 12:00AM
317,20120404,14009,3,Clothing,24,Tights,Apr  4 2012 12:00AM
318,20120404,14009,4,Accessories,28,Bottles and Cages,Apr  4 2012 12:00AM
319,20120426,14014,4,Accessories,30,Fenders,Apr 26 2012 12:00AM
320,20120331,14016,3,Clothing,21,Jerseys,Mar 31 2012 12:00AM
321,20120331,14016,4,Accessories,27,Bike Stands,Mar 31 2012 12:00AM
322,20120229,14020,3,Clothing,24,Tights,Feb 29 2012 12:00AM
323,20120320,14050,4,Accessories,35,Panniers,Mar 20 2012 12:00AM
324,20120401,14066,3,Clothing,19,Caps,Apr  1 2012 12:00AM
325,20120401,14066,4,Accessories,27,Bike Stands,Apr  1 2012 12:00AM
326,20120311,14067,3,Clothing,20,Gloves,Mar 11 2012 12:00AM
327,20120311,14067,4,Accessories,37,Tires and Tubes,Mar 11 2012 12:00AM
328,20120229,14070,4,Accessories,27,Bike Stands,Feb 29 2012 12:00AM
329,20120404,14091,4,Accessories,27,Bike Stands,Apr  4 2012 12:00AM
330,20120404,14091,4,Accessories,29,Cleaners,Apr  4 2012 12:00AM
331,20120311,14108,4,Accessories,28,Bottles and Cages,Mar 11 2012 12:00AM
332,20120311,14108,4,Accessories,30,Fenders,Mar 11 2012 12:00AM
333,20120302,14124,4,Accessories,35,Panniers,Mar  2 2012 12:00AM
334,20120408,14131,3,Clothing,21,Jerseys,Apr  8 2012 12:00AM
335,20120408,14131,4,Accessories,30,Fenders,Apr  8 2012 12:00AM
336,20120312,14134,4,Accessories,33,Lights,Mar 12 2012 12:00AM
337,20120320,14142,4,Accessories,36,Pumps,Mar 20 2012 12:00AM
338,20120310,14146,3,Clothing,18,Bib-Shorts,Mar 10 2012 12:00AM
339,20120310,14146,4,Accessories,29,Cleaners,Mar 10 2012 12:00AM
340,20120229,14153,4,Accessories,37,Tires and Tubes,Feb 29 2012 12:00AM
341,20120424,14165,3,Clothing,18,Bib-Shorts,Apr 24 2012 12:00AM
342,20120424,14165,4,Accessories,35,Panniers,Apr 24 2012 12:00AM
343,20120409,14209,3,Clothing,24,Tights,Apr  9 2012 12:00AM
344,20120411,14212,4,Accessories,35,Panniers,Apr 11 2012 12:00AM
345,20120324,14213,3,Clothing,25,Vests,Mar 24 2012 12:00AM
346,20120324,14213,4,Accessories,34,Locks,Mar 24 2012 12:00AM
347,20120322,14215,4,Accessories,30,Fenders,Mar 22 2012 12:00AM
348,20120419,14216,4,Accessories,35,Panniers,Apr 19 2012 12:00AM
349,20120315,14217,4,Accessories,31,Helmets,Mar 15 2012 12:00AM
350,20120304,14220,4,Accessories,36,Pumps,Mar  4 2012 12:00AM
351,20120324,14222,3,Clothing,20,Gloves,Mar 24 2012 12:00AM
352,20120405,14227,4,Accessories,26,Bike Racks,Apr  5 2012 12:00AM
353,20120420,14228,3,Clothing,22,Shorts,Apr 20 2012 12:00AM
354,20120420,14228,3,Clothing,25,Vests,Apr 20 2012 12:00AM
355,20120325,14229,4,Accessories,27,Bike Stands,Mar 25 2012 12:00AM
356,20120325,14229,4,Accessories,32,Hydration Packs,Mar 25 2012 12:00AM
357,20120330,14264,3,Clothing,20,Gloves,Mar 30 2012 12:00AM
358,20120330,14264,3,Clothing,21,Jerseys,Mar 30 2012 12:00AM
359,20120330,14264,4,Accessories,36,Pumps,Mar 30 2012 12:00AM
