M200 Europe|201306|96|221344.0400|2013|6|2013-06-25 00:00:00.000
M200 Europe|201307|62|142989.3800|2013|7|2013-07-25 00:00:00.000
M200 Europe|201308|88|202909.1200|2013|8|2013-08-25 00:00:00.000
M200 Europe|201309|77|177539.2300|2013|9|2013-09-25 00:00:00.000
M200 Europe|201310|82|189264.1800|2013|10|2013-10-25 00:00:00.000
M200 Europe|201311|80|184674.2000|2013|11|2013-11-25 00:00:00.000
M200 Europe|201312|122|281663.7800|2013|12|2013-12-25 00:00:00.000
M200 North America|201012|1|3399.9900|2010|12|2010-12-25 00:00:00.000
M200 North America|201101|5|16924.9500|2011|1|2011-01-25 00:00:00.000
M200 North America|201102|7|23724.9300|2011|2|2011-02-25 00:00:00.000
M200 North America|201103|5|16974.9500|2011|3|2011-03-25 00:00:00.000
M200 North America|201104|6|20299.9400|2011|4|2011-04-25 00:00:00.000
M200 North America|201105|7|23749.9300|2011|5|2011-05-25 00:00:00.000
M200 North America|201106|14|47399.8600|2011|6|2011-06-25 00:00:00.000
M200 North America|201107|9|30474.9100|2011|7|2011-07-25 00:00:00.000
M200 North America|201108|9|30424.9100|2011|8|2011-08-25 00:00:00.000
M200 North America|201109|10|33899.9000|2011|9|2011-09-25 00:00:00.000
M200 North America|201110|9|30474.9100|2011|10|2011-10-25 00:00:00.000
M200 North America|201111|18|60924.8200|2011|11|2011-11-25 00:00:00.000
M200 North America|201112|14|46048.9682|2011|12|2011-12-25 00:00:00.000
M200 North America|201201|20|41205.1780|2012|1|2012-01-25 00:00:00.000
M200 North America|201202|21|43298.9190|2012|2|2012-02-25 00:00:00.000
M200 North America|201203|16|32986.4638|2012|3|2012-03-25 00:00:00.000
M200 North America|201204|19|39111.4370|2012|4|2012-04-25 00:00:00.000
M200 North America|201205|27|55638.1510|2012|5|2012-05-25 00:00:00.000
M200 North America|201206|42|86463.9096|2012|6|2012-06-25 00:00:00.000
M200 North America|201207|30|61763.1242|2012|7|2012-07-25 00:00:00.000
M200 North America|201208|30|61763.1242|2012|8|2012-08-25 00:00:00.000
M200 North America|201209|30|61830.0884|2012|9|2012-09-25 00:00:00.000
M200 North America|201210|37|76240.7400|2012|10|2012-10-25 00:00:00.000
M200 North America|201211|49|100919.2040|2012|11|2012-11-25 00:00:00.000
M200 North America|201212|45|94223.1620|2012|12|2012-12-25 00:00:00.000
M200 North America|201301|61|140619.3900|2013|1|2013-01-25 00:00:00.000
M200 North America|201302|60|138324.4000|2013|2|2013-02-25 00:00:00.000
M200 North America|201303|56|129094.4400|2013|3|2013-03-25 00:00:00.000
M200 North America|201304|59|136179.4100|2013|4|2013-04-25 00:00:00.000
M200 North America|201305|82|189089.1800|2013|5|2013-05-25 00:00:00.000
M200 North America|201306|131|302193.6900|2013|6|2013-06-25 00:00:00.000
M200 North America|201307|96|221644.0400|2013|7|2013-07-25 00:00:00.000
M200 North America|201308|95|219174.0500|2013|8|2013-08-25 00:00:00.000
M200 North America|201309|88|203059.1200|2013|9|2013-09-25 00:00:00.000
M200 North America|201310|102|235313.9800|2013|10|2013-10-25 00:00:00.000
M200 North America|201311|166|382968.3400|2013|11|2013-11-25 00:00:00.000
M200 North America|201312|124|286253.7600|2013|12|2013-12-25 00:00:00.000
M200 Pacific|201012|3|10174.9700|2010|12|2010-12-25 00:00:00.000
M200 Pacific|201101|17|57624.8300|2011|1|2011-01-25 00:00:00.000
M200 Pacific|201102|17|57524.8300|2011|2|2011-02-25 00:00:00.000
M200 Pacific|201103|4|13574.9600|2011|3|2011-03-25 00:00:00.000
M200 Pacific|201104|15|50774.8500|2011|4|2011-04-25 00:00:00.000
M200 Pacific|201105|18|60974.8200|2011|5|2011-05-25 00:00:00.000
M200 Pacific|201106|16|54099.8400|2011|6|2011-06-25 00:00:00.000
M200 Pacific|201107|19|64349.8100|2011|7|2011-07-25 00:00:00.000
M200 Pacific|201108|5|16949.9500|2011|8|2011-08-25 00:00:00.000
M200 Pacific|201109|19|64374.8100|2011|9|2011-09-25 00:00:00.000
M200 Pacific|201110|23|77824.7700|2011|10|2011-10-25 00:00:00.000
M200 Pacific|201111|20|67699.8000|2011|11|2011-11-25 00:00:00.000
M200 Pacific|201112|25|80719.3960|2011|12|2011-12-25 00:00:00.000
M200 Pacific|201201|22|45258.7316|2012|1|2012-01-25 00:00:00.000
M200 Pacific|201202|25|51472.9904|2012|2|2012-02-25 00:00:00.000
M200 Pacific|201203|13|26772.2050|2012|3|2012-03-25 00:00:00.000
M200 Pacific|201204|34|70093.4454|2012|4|2012-04-25 00:00:00.000
M200 Pacific|201205|5|10312.4552|2012|5|2012-05-25 00:00:00.000
M200 Pacific|201206|37|76151.4544|2012|6|2012-06-25 00:00:00.000
M200 Pacific|201207|45|92655.8470|2012|7|2012-07-25 00:00:00.000
M200 Pacific|201208|55|113280.7574|2012|8|2012-08-25 00:00:00.000
M200 Pacific|201209|51|105129.0074|2012|9|2012-09-25 00:00:00.000
M200 Pacific|201210|56|115575.3910|2012|10|2012-10-25 00:00:00.000
M200 Pacific|201211|48|98780.8202|2012|11|2012-11-25 00:00:00.000
M200 Pacific|201212|57|119895.9076|2012|12|2012-12-25 00:00:00.000
M200 Pacific|201301|44|101504.5600|2013|1|2013-01-25 00:00:00.000
M200 Pacific|201302|8|18459.9200|2013|2|2013-02-25 00:00:00.000
M200 Pacific|201303|50|115374.5000|2013|3|2013-03-25 00:00:00.000
M200 Pacific|201304|44|101504.5600|2013|4|2013-04-25 00:00:00.000
M200 Pacific|201305|50|115374.5000|2013|5|2013-05-25 00:00:00.000
M200 Pacific|201306|6|13844.9400|2013|6|2013-06-25 00:00:00.000
M200 Pacific|201307|49|113029.5100|2013|7|2013-07-25 00:00:00.000
M200 Pacific|201308|51|117819.4900|2013|8|2013-08-25 00:00:00.000
M200 Pacific|201309|45|103874.5500|2013|9|2013-09-25 00:00:00.000
M200 Pacific|201310|50|115324.5000|2013|10|2013-10-25 00:00:00.000
M200 Pacific|201311|44|101554.5600|2013|11|2013-11-25 00:00:00.000
M200 Pacific|201312|49|112929.5100|2013|12|2013-12-25 00:00:00.000
R250 Europe|201101|28|100191.5600|2011|1|2011-01-25 00:00:00.000
R250 Europe|201102|22|78721.9400|2011|2|2011-02-25 00:00:00.000
R250 Europe|201103|29|103769.8300|2011|3|2011-03-25 00:00:00.000
R250 Europe|201104|23|82300.2100|2011|4|2011-04-25 00:00:00.000
R250 Europe|201105|22|78721.9400|2011|5|2011-05-25 00:00:00.000
R250 Europe|201106|31|110926.3700|2011|6|2011-06-25 00:00:00.000
R250 Europe|201107|23|82300.2100|2011|7|2011-07-25 00:00:00.000
R250 Europe|201108|30|107348.1000|2011|8|2011-08-25 00:00:00.000
R250 Europe|201109|28|100191.5600|2011|9|2011-09-25 00:00:00.000
R250 Europe|201110|27|96613.2900|2011|10|2011-10-25 00:00:00.000
R250 Europe|201111|31|110926.3700|2011|11|2011-11-25 00:00:00.000
R250 Europe|201112|24|83085.0650|2011|12|2011-12-25 00:00:00.000
R250 Europe|201201|38|85517.2500|2012|1|2012-01-25 00:00:00.000
R250 Europe|201202|35|80281.5000|2012|2|2012-02-25 00:00:00.000
R250 Europe|201203|37|84382.8375|2012|3|2012-03-25 00:00:00.000
R250 Europe|201204|35|80019.7125|2012|4|2012-04-25 00:00:00.000
R250 Europe|201205|34|78099.9375|2012|5|2012-05-25 00:00:00.000
R250 Europe|201206|47|104889.5250|2012|6|2012-06-25 00:00:00.000
R250 Europe|201207|33|75394.8000|2012|7|2012-07-25 00:00:00.000
R250 Europe|201208|43|99566.5125|2012|8|2012-08-25 00:00:00.000
R250 Europe|201209|50|115361.0250|2012|9|2012-09-25 00:00:00.000
R250 Europe|201210|40|89880.3750|2012|10|2012-10-25 00:00:00.000
R250 Europe|201211|35|78448.9875|2012|11|2012-11-25 00:00:00.000
R250 Europe|201212|45|103929.6375|2012|12|2012-12-25 00:00:00.000
R250 Europe|201301|47|114837.4500|2013|1|2013-01-25 00:00:00.000
R250 Europe|201302|18|43980.3000|2013|2|2013-02-25 00:00:00.000
R250 Europe|201303|18|43980.3000|2013|3|2013-03-25 00:00:00.000
R250 Europe|201304|19|46423.6500|2013|4|2013-04-25 00:00:00.000
R250 Europe|201305|18|43980.3000|2013|5|2013-05-25 00:00:00.000
R250 Europe|201306|17|41536.9500|2013|6|2013-06-25 00:00:00.000
R250 Europe|201307|19|46423.6500|2013|7|2013-07-25 00:00:00.000
R250 Europe|201308|18|43980.3000|2013|8|2013-08-25 00:00:00.000
R250 Europe|201309|15|36650.2500|2013|9|2013-09-25 00:00:00.000
R250 Europe|201310|17|41536.9500|2013|10|2013-10-25 00:00:00.000
R250 Europe|201311|16|39093.6000|2013|11|2013-11-25 00:00:00.000
R250 Europe|201312|12|29320.2000|2013|12|2013-12-25 00:00:00.000
R250 North America|201012|4|14313.0800|2010|12|2010-12-25 00:00:00.000
R250 North America|201101|34|121661.1800|2011|1|2011-01-25 00:00:00.000
R250 North America|201102|37|132395.9900|2011|2|2011-02-25 00:00:00.000
R250 North America|201103|45|161022.1500|2011|3|2011-03-25 00:00:00.000
R250 North America|201104|44|157443.8800|2011|4|2011-04-25 00:00:00.000
R250 North America|201105|57|203961.3900|2011|5|2011-05-25 00:00:00.000
R250 North America|201106|76|271948.5200|2011|6|2011-06-25 00:00:00.000
R250 North America|201107|62|221852.7400|2011|7|2011-07-25 00:00:00.000
R250 North America|201108|70|250478.9000|2011|8|2011-08-25 00:00:00.000
R250 North America|201109|60|214696.2000|2011|9|2011-09-25 00:00:00.000
R250 North America|201110|87|311309.4900|2011|10|2011-10-25 00:00:00.000
R250 North America|201111|65|232587.5500|2011|11|2011-11-25 00:00:00.000
R250 North America|201112|86|296469.7900|2011|12|2011-12-25 00:00:00.000
R250 North America|201201|81|186392.7000|2012|1|2012-01-25 00:00:00.000
R250 North America|201202|77|175048.5750|2012|2|2012-02-25 00:00:00.000
R250 North America|201203|19|42496.8375|2012|3|2012-03-25 00:00:00.000
R250 North America|201204|17|38395.5000|2012|4|2012-04-25 00:00:00.000
R250 North America|201205|15|34555.9500|2012|5|2012-05-25 00:00:00.000
R250 North America|201206|16|36213.9375|2012|6|2012-06-25 00:00:00.000
R250 North America|201207|15|34294.1625|2012|7|2012-07-25 00:00:00.000
R250 North America|201208|12|27225.9000|2012|8|2012-08-25 00:00:00.000
R250 North America|201209|9|20157.6375|2012|9|2012-09-25 00:00:00.000
R250 North America|201210|12|27225.9000|2012|10|2012-10-25 00:00:00.000
R250 North America|201211|8|17976.0750|2012|11|2012-11-25 00:00:00.000
R250 North America|201212|8|18499.6500|2012|12|2012-12-25 00:00:00.000
R250 North America|201301|12|29320.2000|2013|1|2013-01-25 00:00:00.000
R250 North America|201302|6|14660.1000|2013|2|2013-02-25 00:00:00.000
R250 North America|201303|12|29320.2000|2013|3|2013-03-25 00:00:00.000
R250 North America|201304|11|26876.8500|2013|4|2013-04-25 00:00:00.000
R250 North America|201305|10|24433.5000|2013|5|2013-05-25 00:00:00.000
R250 North America|201306|12|29320.2000|2013|6|2013-06-25 00:00:00.000
R250 North America|201307|6|14660.1000|2013|7|2013-07-25 00:00:00.000
R250 North America|201308|5|12216.7500|2013|8|2013-08-25 00:00:00.000
R250 North America|201309|5|12216.7500|2013|9|2013-09-25 00:00:00.000
R250 North America|201310|4|9773.4000|2013|10|2013-10-25 00:00:00.000
R250 North America|201311|4|9773.4000|2013|11|2013-11-25 00:00:00.000
R250 North America|201312|5|12216.7500|2013|12|2013-12-25 00:00:00.000
R250 Pacific|201012|3|10734.8100|2010|12|2010-12-25 00:00:00.000
R250 Pacific|201101|41|146709.0700|2011|1|2011-01-25 00:00:00.000
R250 Pacific|201102|40|143130.8000|2011|2|2011-02-25 00:00:00.000
R250 Pacific|201103|45|161022.1500|2011|3|2011-03-25 00:00:00.000
R250 Pacific|201104|45|161022.1500|2011|4|2011-04-25 00:00:00.000
R250 Pacific|201105|43|153865.6100|2011|5|2011-05-25 00:00:00.000
R250 Pacific|201106|58|207539.6600|2011|6|2011-06-25 00:00:00.000
R250 Pacific|201107|43|153865.6100|2011|7|2011-07-25 00:00:00.000
R250 Pacific|201108|47|168178.6900|2011|8|2011-08-25 00:00:00.000
R250 Pacific|201109|42|150287.3400|2011|9|2011-09-25 00:00:00.000
R250 Pacific|201110|41|146709.0700|2011|10|2011-10-25 00:00:00.000
R250 Pacific|201111|40|143130.8000|2011|11|2011-11-25 00:00:00.000
R250 Pacific|201112|33|112757.8675|2011|12|2011-12-25 00:00:00.000
R250 Pacific|201201|31|71031.6750|2012|1|2012-01-25 00:00:00.000
R250 Pacific|201202|35|79496.1375|2012|2|2012-02-25 00:00:00.000
R250 Pacific|201203|40|90927.5250|2012|3|2012-03-25 00:00:00.000
R250 Pacific|201204|41|93109.0875|2012|4|2012-04-25 00:00:00.000
R250 Pacific|201205|37|83859.2625|2012|5|2012-05-25 00:00:00.000
R250 Pacific|201206|44|99391.9875|2012|6|2012-06-25 00:00:00.000
R250 Pacific|201207|35|80543.2875|2012|7|2012-07-25 00:00:00.000
R250 Pacific|201208|39|88484.1750|2012|8|2012-08-25 00:00:00.000
R250 Pacific|201209|31|70508.1000|2012|9|2012-09-25 00:00:00.000
R250 Pacific|201210|35|80019.7125|2012|10|2012-10-25 00:00:00.000
R250 Pacific|201211|32|73475.0250|2012|11|2012-11-25 00:00:00.000
R250 Pacific|201212|32|73736.8125|2012|12|2012-12-25 00:00:00.000
R250 Pacific|201301|26|63527.1000|2013|1|2013-01-25 00:00:00.000
R250 Pacific|201302|28|68413.8000|2013|2|2013-02-25 00:00:00.000
R250 Pacific|201303|39|95290.6500|2013|3|2013-03-25 00:00:00.000
R250 Pacific|201304|33|80630.5500|2013|4|2013-04-25 00:00:00.000
R250 Pacific|201305|31|75743.8500|2013|5|2013-05-25 00:00:00.000
R250 Pacific|201306|39|95290.6500|2013|6|2013-06-25 00:00:00.000
R250 Pacific|201307|34|83073.9000|2013|7|2013-07-25 00:00:00.000
R250 Pacific|201308|31|75743.8500|2013|8|2013-08-25 00:00:00.000
R250 Pacific|201309|28|68413.8000|2013|9|2013-09-25 00:00:00.000
R250 Pacific|201310|29|70857.1500|2013|10|2013-10-25 00:00:00.000
R250 Pacific|201311|24|58640.4000|2013|11|2013-11-25 00:00:00.000
R250 Pacific|201312|27|65970.4500|2013|12|2013-12-25 00:00:00.000
R750 Europe|201012|1|699.0982|2010|12|2010-12-25 00:00:00.000
R750 Europe|201101|4|2796.3928|2011|1|2011-01-25 00:00:00.000
R750 Europe|201102|5|3495.4910|2011|2|2011-02-25 00:00:00.000
R750 Europe|201103|7|4893.6874|2011|3|2011-03-25 00:00:00.000
R750 Europe|201104|5|3495.4910|2011|4|2011-04-25 00:00:00.000
R750 Europe|201105|7|4893.6874|2011|5|2011-05-25 00:00:00.000
R750 Europe|201106|9|6291.8838|2011|6|2011-06-25 00:00:00.000
R750 Europe|201107|6|4194.5892|2011|7|2011-07-25 00:00:00.000
R750 Europe|201108|8|5592.7856|2011|8|2011-08-25 00:00:00.000
R750 Europe|201109|6|4194.5892|2011|9|2011-09-25 00:00:00.000
R750 Europe|201110|9|6291.8838|2011|10|2011-10-25 00:00:00.000
R750 Europe|201111|9|6291.8838|2011|11|2011-11-25 00:00:00.000
R750 Europe|201112|11|7857.8638|2011|12|2011-12-25 00:00:00.000
R750 Europe|201201|9|7046.9100|2012|1|2012-01-25 00:00:00.000
R750 Europe|201202|11|8612.8900|2012|2|2012-02-25 00:00:00.000
R750 Europe|201203|14|10961.8600|2012|3|2012-03-25 00:00:00.000
R750 Europe|201204|12|9395.8800|2012|4|2012-04-25 00:00:00.000
R750 Europe|201205|16|12527.8400|2012|5|2012-05-25 00:00:00.000
R750 Europe|201206|19|14876.8100|2012|6|2012-06-25 00:00:00.000
R750 Europe|201207|12|9395.8800|2012|7|2012-07-25 00:00:00.000
R750 Europe|201208|19|14876.8100|2012|8|2012-08-25 00:00:00.000
R750 Europe|201209|16|12527.8400|2012|9|2012-09-25 00:00:00.000
R750 Europe|201210|24|18791.7600|2012|10|2012-10-25 00:00:00.000
R750 Europe|201211|26|20357.7400|2012|11|2012-11-25 00:00:00.000
R750 Europe|201212|20|14687.8000|2012|12|2012-12-25 00:00:00.000
R750 Europe|201301|20|10799.8000|2013|1|2013-01-25 00:00:00.000
R750 Europe|201302|27|14579.7300|2013|2|2013-02-25 00:00:00.000
R750 Europe|201303|36|19439.6400|2013|3|2013-03-25 00:00:00.000
R750 Europe|201304|29|15659.7100|2013|4|2013-04-25 00:00:00.000
R750 Europe|201305|35|18899.6500|2013|5|2013-05-25 00:00:00.000
R750 Europe|201306|50|26999.5000|2013|6|2013-06-25 00:00:00.000
R750 Europe|201307|28|15119.7200|2013|7|2013-07-25 00:00:00.000
R750 Europe|201308|37|19979.6300|2013|8|2013-08-25 00:00:00.000
R750 Europe|201309|47|25379.5300|2013|9|2013-09-25 00:00:00.000
R750 Europe|201310|52|28079.4800|2013|10|2013-10-25 00:00:00.000
R750 Europe|201311|53|28619.4700|2013|11|2013-11-25 00:00:00.000
R750 Europe|201312|49|26459.5100|2013|12|2013-12-25 00:00:00.000
R750 North America|201012|1|699.0982|2010|12|2010-12-25 00:00:00.000
R750 North America|201101|6|4194.5892|2011|1|2011-01-25 00:00:00.000
R750 North America|201102|5|3495.4910|2011|2|2011-02-25 00:00:00.000
R750 North America|201103|6|4194.5892|2011|3|2011-03-25 00:00:00.000
R750 North America|201104|10|6990.9820|2011|4|2011-04-25 00:00:00.000
R750 North America|201105|8|5592.7856|2011|5|2011-05-25 00:00:00.000
R750 North America|201106|10|6990.9820|2011|6|2011-06-25 00:00:00.000
R750 North America|201107|11|7690.0802|2011|7|2011-07-25 00:00:00.000
R750 North America|201108|10|6990.9820|2011|8|2011-08-25 00:00:00.000
R750 North America|201109|7|4893.6874|2011|9|2011-09-25 00:00:00.000
R750 North America|201110|12|8389.1784|2011|10|2011-10-25 00:00:00.000
R750 North America|201111|10|6990.9820|2011|11|2011-11-25 00:00:00.000
R750 North America|201112|9|6291.8838|2011|12|2011-12-25 00:00:00.000
R750 North America|201201|15|11744.8500|2012|1|2012-01-25 00:00:00.000
R750 North America|201202|10|7829.9000|2012|2|2012-02-25 00:00:00.000
R750 North America|201203|23|18008.7700|2012|3|2012-03-25 00:00:00.000
R750 North America|201204|14|10961.8600|2012|4|2012-04-25 00:00:00.000
R750 North America|201205|18|14093.8200|2012|5|2012-05-25 00:00:00.000
R750 North America|201206|25|19574.7500|2012|6|2012-06-25 00:00:00.000
R750 North America|201207|17|13310.8300|2012|7|2012-07-25 00:00:00.000
R750 North America|201208|22|17225.7800|2012|8|2012-08-25 00:00:00.000
R750 North America|201209|19|14876.8100|2012|9|2012-09-25 00:00:00.000
R750 North America|201210|27|21140.7300|2012|10|2012-10-25 00:00:00.000
R750 North America|201211|24|18791.7600|2012|11|2012-11-25 00:00:00.000
R750 North America|201212|28|20708.7200|2012|12|2012-12-25 00:00:00.000
R750 North America|201301|27|14579.7300|2013|1|2013-01-25 00:00:00.000
R750 North America|201302|32|17279.6800|2013|2|2013-02-25 00:00:00.000
R750 North America|201303|34|18359.6600|2013|3|2013-03-25 00:00:00.000
R750 North America|201304|39|21059.6100|2013|4|2013-04-25 00:00:00.000
R750 North America|201305|47|25379.5300|2013|5|2013-05-25 00:00:00.000
R750 North America|201306|58|31319.4200|2013|6|2013-06-25 00:00:00.000
R750 North America|201307|51|27539.4900|2013|7|2013-07-25 00:00:00.000
R750 North America|201308|52|28079.4800|2013|8|2013-08-25 00:00:00.000
R750 North America|201309|50|26999.5000|2013|9|2013-09-25 00:00:00.000
R750 North America|201310|61|32939.3900|2013|10|2013-10-25 00:00:00.000
R750 North America|201311|60|32399.4000|2013|11|2013-11-25 00:00:00.000
R750 North America|201312|69|37259.3100|2013|12|2013-12-25 00:00:00.000
R750 Pacific|201101|4|2796.3928|2011|1|2011-01-25 00:00:00.000
R750 Pacific|201102|5|3495.4910|2011|2|2011-02-25 00:00:00.000
R750 Pacific|201103|4|2796.3928|2011|3|2011-03-25 00:00:00.000
R750 Pacific|201104|4|2796.3928|2011|4|2011-04-25 00:00:00.000
R750 Pacific|201105|4|2796.3928|2011|5|2011-05-25 00:00:00.000
R750 Pacific|201106|8|5592.7856|2011|6|2011-06-25 00:00:00.000
R750 Pacific|201107|7|4893.6874|2011|7|2011-07-25 00:00:00.000
R750 Pacific|201108|7|4893.6874|2011|8|2011-08-25 00:00:00.000
R750 Pacific|201109|5|3495.4910|2011|9|2011-09-25 00:00:00.000
R750 Pacific|201110|5|3495.4910|2011|10|2011-10-25 00:00:00.000
R750 Pacific|201111|7|4893.6874|2011|11|2011-11-25 00:00:00.000
R750 Pacific|201112|10|7074.8738|2011|12|2011-12-25 00:00:00.000
R750 Pacific|201201|7|5480.9300|2012|1|2012-01-25 00:00:00.000
R750 Pacific|201202|9|7046.9100|2012|2|2012-02-25 00:00:00.000
R750 Pacific|201203|10|7829.9000|2012|3|2012-03-25 00:00:00.000
R750 Pacific|201204|12|9395.8800|2012|4|2012-04-25 00:00:00.000
R750 Pacific|201205|15|11744.8500|2012|5|2012-05-25 00:00:00.000
R750 Pacific|201206|15|11744.8500|2012|6|2012-06-25 00:00:00.000
R750 Pacific|201207|14|10961.8600|2012|7|2012-07-25 00:00:00.000
R750 Pacific|201208|15|11744.8500|2012|8|2012-08-25 00:00:00.000
R750 Pacific|201209|12|9395.8800|2012|9|2012-09-25 00:00:00.000
R750 Pacific|201210|15|11744.8500|2012|10|2012-10-25 00:00:00.000
R750 Pacific|201211|21|16442.7900|2012|11|2012-11-25 00:00:00.000
R750 Pacific|201212|16|12041.8400|2012|12|2012-12-25 00:00:00.000
R750 Pacific|201301|20|10799.8000|2013|1|2013-01-25 00:00:00.000
R750 Pacific|201302|20|10799.8000|2013|2|2013-02-25 00:00:00.000
R750 Pacific|201303|23|12419.7700|2013|3|2013-03-25 00:00:00.000
R750 Pacific|201304|31|16739.6900|2013|4|2013-04-25 00:00:00.000
R750 Pacific|201305|29|15659.7100|2013|5|2013-05-25 00:00:00.000
R750 Pacific|201306|38|20519.6200|2013|6|2013-06-25 00:00:00.000
R750 Pacific|201307|32|17279.6800|2013|7|2013-07-25 00:00:00.000
R750 Pacific|201308|37|19979.6300|2013|8|2013-08-25 00:00:00.000
R750 Pacific|201309|35|18899.6500|2013|9|2013-09-25 00:00:00.000
R750 Pacific|201310|38|20519.6200|2013|10|2013-10-25 00:00:00.000
R750 Pacific|201311|43|23219.5700|2013|11|2013-11-25 00:00:00.000
R750 Pacific|201312|43|23219.5700|2013|12|2013-12-25 00:00:00.000
T1000 Europe|201212|3|7152.2100|2012|12|2012-12-25 00:00:00.000
T1000 Europe|201301|13|30992.9100|2013|1|2013-01-25 00:00:00.000
T1000 Europe|201302|13|30992.9100|2013|2|2013-02-25 00:00:00.000
T1000 Europe|201303|26|61985.8200|2013|3|2013-03-25 00:00:00.000
T1000 Europe|201304|28|66753.9600|2013|4|2013-04-25 00:00:00.000
T1000 Europe|201305|39|92978.7300|2013|5|2013-05-25 00:00:00.000
T1000 Europe|201306|38|90594.6600|2013|6|2013-06-25 00:00:00.000
T1000 Europe|201307|35|83442.4500|2013|7|2013-07-25 00:00:00.000
T1000 Europe|201308|37|88210.5900|2013|8|2013-08-25 00:00:00.000
T1000 Europe|201309|43|102515.0100|2013|9|2013-09-25 00:00:00.000
T1000 Europe|201310|41|97746.8700|2013|10|2013-10-25 00:00:00.000
T1000 Europe|201311|41|97746.8700|2013|11|2013-11-25 00:00:00.000
T1000 Europe|201312|41|97746.8700|2013|12|2013-12-25 00:00:00.000
T1000 North America|201212|1|2384.0700|2012|12|2012-12-25 00:00:00.000
T1000 North America|201301|16|38145.1200|2013|1|2013-01-25 00:00:00.000
T1000 North America|201302|17|40529.1900|2013|2|2013-02-25 00:00:00.000
T1000 North America|201303|15|35761.0500|2013|3|2013-03-25 00:00:00.000
T1000 North America|201304|27|64369.8900|2013|4|2013-04-25 00:00:00.000
T1000 North America|201305|36|85826.5200|2013|5|2013-05-25 00:00:00.000
T1000 North America|201306|54|128739.7800|2013|6|2013-06-25 00:00:00.000
T1000 North America|201307|51|121587.5700|2013|7|2013-07-25 00:00:00.000
T1000 North America|201308|63|150196.4100|2013|8|2013-08-25 00:00:00.000
T1000 North America|201309|51|121587.5700|2013|9|2013-09-25 00:00:00.000
T1000 North America|201310|65|154964.5500|2013|10|2013-10-25 00:00:00.000
T1000 North America|201311|56|133507.9200|2013|11|2013-11-25 00:00:00.000
T1000 North America|201312|68|162116.7600|2013|12|2013-12-25 00:00:00.000
T1000 Pacific|201212|2|4768.1400|2012|12|2012-12-25 00:00:00.000
T1000 Pacific|201301|6|14304.4200|2013|1|2013-01-25 00:00:00.000
T1000 Pacific|201302|11|26224.7700|2013|2|2013-02-25 00:00:00.000
T1000 Pacific|201303|13|30992.9100|2013|3|2013-03-25 00:00:00.000
T1000 Pacific|201304|24|57217.6800|2013|4|2013-04-25 00:00:00.000
T1000 Pacific|201305|24|57217.6800|2013|5|2013-05-25 00:00:00.000
T1000 Pacific|201306|39|92978.7300|2013|6|2013-06-25 00:00:00.000
T1000 Pacific|201307|31|73906.1700|2013|7|2013-07-25 00:00:00.000
T1000 Pacific|201308|37|88210.5900|2013|8|2013-08-25 00:00:00.000
T1000 Pacific|201309|32|76290.2400|2013|9|2013-09-25 00:00:00.000
